alt_ft,vc_kts,gamma,mode,integrity_source,noise,n,mean_max_dh,std_max_dh,mean_ise_h,mean_effort,mean_max_q,crash_rate,mean_detect_delay_s,mean_mae_gamma_online
15000.0,400.0,1.0,TECS_MRAC,none,0,20,565.0050869993865,0.0,6942993.694612594,0.0030433125064778595,0.1590789560680174,0.0,nan,nan
20000.0,450.0,0.5,BASELINE,none,0,20,260.09937455132604,0.0,1319890.900031003,0.0029986088042360448,0.8020565877254026,0.0,nan,0.5
20000.0,450.0,0.5,CLASSICAL_KAPPA,oracle,0,20,254.03668101336808,0.00488517688554156,1252670.0914318175,0.003031794950893881,0.8020565877254026,0.0,0.2237499999991382,0.016019453674067537
20000.0,450.0,0.5,FULL_STACK,oracle,0,20,293.1179653950036,0.005907503032920909,1915105.7990168687,0.0034333722483202095,0.7996097286464745,0.0,0.2237499999991382,0.016019453674067537
20000.0,450.0,0.5,HYBRID,oracle,0,20,245.52924103941768,0.0054495159148934364,1174394.6710846403,0.003056285978311338,0.7847204860208834,0.0,0.2237499999991382,0.016019453674067537
20000.0,450.0,0.5,TECS_MRAC,none,0,20,251.3755410388112,0.0,1235454.5750069176,0.003020631602830307,0.7847204860208834,0.0,nan,0.5
20000.0,450.0,0.6,BASELINE,none,0,20,258.08881202712655,0.0,1297305.5289223525,0.002107705178265489,0.8020565877254026,0.0,nan,0.40000000000004016
20000.0,450.0,0.6,CLASSICAL_KAPPA,oracle,0,20,254.04137427564712,0.005552365502360715,1252673.8684418905,0.0021252548456247673,0.8020565877254026,0.0,0.2616666666658027,0.014362367437732223
20000.0,450.0,0.6,FULL_STACK,oracle,0,20,291.23221177458765,0.010755260368487441,1881525.1253328577,0.002398589499149999,0.8826557774672052,0.0,0.2616666666658027,0.014362367437732223
20000.0,450.0,0.6,HYBRID,oracle,0,20,245.53187343049794,0.0032490255141086493,1174376.2341006366,0.0021416507780397413,0.7847204860208834,0.0,0.2616666666658027,0.014362367437732223
20000.0,450.0,0.6,TECS_MRAC,none,0,20,249.42961703240871,0.0,1214852.692291352,0.0021225787915236665,0.7847204860208834,0.0,nan,0.40000000000004016
20000.0,450.0,0.8,BASELINE,none,0,20,255.56021524220705,0.0,1269265.1141379708,0.0012192711100900149,0.8020565877254026,0.0,nan,0.20000000000002008
20000.0,450.0,0.8,CLASSICAL_KAPPA,oracle,0,20,254.04321608338506,0.004648145319333762,1252624.6679279336,0.001224116492236532,0.8020565877254026,0.0,0.5254166666657877,0.011049047801164604
20000.0,450.0,0.8,FULL_STACK,oracle,0,20,276.01083740089086,0.030523994262037425,1625990.0293714008,0.0013925090332620104,1.0060114290652744,0.0,0.5254166666657877,0.011049047801164604
20000.0,450.0,0.8,HYBRID,oracle,0,20,245.5355488270521,0.0037429562998375202,1174339.3242524192,0.0012325316127618949,0.7847204860208834,0.0,0.5254166666657877,0.011049047801164604
20000.0,450.0,0.8,TECS_MRAC,none,0,20,246.99874652549624,0.0,1189440.4074014907,0.0012272225685494562,0.7847204860208834,0.0,nan,0.20000000000002008
20000.0,450.0,1.0,BASELINE,none,0,20,254.04547956585884,0.0,1252626.7312381952,0.0008070583111052368,0.8020565877254026,0.0,nan,nan
20000.0,450.0,1.0,CLASSICAL_KAPPA,oracle,0,20,254.04547956585884,0.0,1252626.7312381952,0.0008070583111052368,0.8020565877254026,0.0,nan,nan
20000.0,450.0,1.0,FULL_STACK,oracle,0,20,245.54288031160831,0.0,1174332.0544935793,0.0008118042643958615,0.7847204860208834,0.0,nan,nan
20000.0,450.0,1.0,HYBRID,oracle,0,20,245.54288031160831,0.0,1174332.0544935793,0.0008118042643958615,0.7847204860208834,0.0,nan,nan
20000.0,450.0,1.0,TECS_MRAC,none,0,20,245.54288031160831,0.0,1174332.0544935793,0.0008118042643958615,0.7847204860208834,0.0,nan,nan
